player;Player_Full_Name;position;team;age;birth_year;minutes_90s;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;blocks;blocked_shots;blocked_passes;interceptions;tackles_interceptions;clearances;errors;Source;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;sca_defense;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_defense;club;gk_games;gk_games_starts;gk_minutes;gk_goals_against;gk_goals_against_per90;gk_shots_on_target_against;gk_saves;gk_save_pct;gk_wins;gk_ties;gk_losses;gk_clean_sheets;gk_clean_sheets_pct;gk_pens_att;gk_pens_allowed;gk_pens_saved;gk_pens_missed;gk_pens_save_pct;gk_free_kick_goals_against;gk_corner_kick_goals_against;gk_own_goals_against;gk_psxg;gk_psnpxg_per_shot_on_target_against;gk_psxg_net;gk_psxg_net_per90;gk_passes_completed_launched;gk_passes_launched;gk_passes_pct_launched;gk_passes;gk_passes_throws;gk_pct_passes_launched;gk_passes_length_avg;gk_goal_kicks;gk_pct_goal_kicks_launched;gk_goal_kick_length_avg;gk_crosses;gk_crosses_stopped;gk_crosses_stopped_pct;gk_def_actions_outside_pen_area;gk_def_actions_outside_pen_area_per90;gk_avg_distance_def_actions;cards_yellow;cards_red;cards_yellow_red;fouls;fouled;offsides;crosses;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;assists;xg_assist;pass_xa;xg_assist_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;throw_ins;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_offsides;passes_blocked;games;minutes;minutes_per_game;minutes_pct;games_starts;minutes_per_start;games_complete;games_subs;minutes_per_sub;unused_subs;points_per_game;on_goals_for;on_goals_against;plus_minus;plus_minus_per90;plus_minus_wowy;on_xg_for;on_xg_against;xg_plus_minus;xg_plus_minus_per90;xg_plus_minus_wowy;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;miscontrols;dispossessed;passes_received;progressive_passes_received;goals;shots;shots_on_target;shots_on_target_pct;shots_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;average_shot_distance;shots_free_kicks;pens_made;pens_att;xg;npxg;npxg_per_shot;xg_net;npxg_net;goals_pens;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;npxg_xg_assist;xg_per90;xg_assist_per90;xg_xg_assist_per90;npxg_per90;npxg_xg_assist_per90;team_color
Ahmed Alaaeldin;Ahmed Alaaeldin;FW;Qatar;29-321;1993;0.1;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;0.0;2.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;6.0;6.0;2.2;0;;0;1;6.0;2;0.0;0.0;0.0;0.0;0.0;2.05;0.0;0.0;0.0;-0.07;0.65;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;;0.0;0.0;1.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#8C001A
Aimen Dahmen;Aymen Dahmen;GK;Tunisia;25-324;1997;3.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;CS Sfaxien;3.0;3.0;270.0;1.0;0.33;10.0;9.0;90.0;1.0;1.0;1.0;2.0;66.7;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;2.4;0.24;1.4;0.46;15.0;41.0;36.6;59.0;7.0;49.2;39.9;18.0;66.7;51.1;52.0;0.0;0.0;0.0;0.0;12.0;0;0;0;0;0;0;0;0.0;0.0;0;3.0;0.0;0.0;;48.0;77.0;62.3;1544.0;1175.0;9.0;9.0;100.0;18.0;18.0;100.0;21.0;50.0;42.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;23.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;270.0;90.0;100.0;3;90.0;3;0;;0;1.33;1.0;1.0;0.0;0.0;;2.3;2.8;-0.5;-0.17;;82.0;73.0;82.0;0.0;0.0;0.0;82.0;0.0;0.0;;0.0;0.0;34.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#E70013
Ajdin Hrustic;Ajdin Hrustic;MF;Australia;26-166;1996;0.7;2.0;0;1.0;1.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;1;3.0;1.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;2;0;1;0.0;0.0;0;3.0;0.0;2.0;0.0;17.0;21.0;81.0;263.0;42.0;10.0;11.0;90.9;4.0;5.0;80.0;1.0;3.0;33.3;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;19.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;62.0;21.0;17.2;0;;0;3;21.0;1;2.0;1.0;0.0;1.0;1.45;2.36;0.6;1.6;-1.0;-1.44;-0.25;32.0;3.0;6.0;15.0;12.0;1.0;32.0;1.0;4.0;25.0;2.0;1.0;21.0;4.0;0;1;0;0.0;1.45;0.0;0.0;;22.4;0.0;0;0;0.0;0.0;0.03;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.04;0.04;0.04;#FFD700
Akram Afif;Akram Hassan Afif;FW;Qatar;26-030;1996;3.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;player_defense.csv;7.0;2.33;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;2;6;1;13;0.0;0.0;0;14.0;1.0;1.0;50.0;139.0;165.0;84.2;2502.0;645.0;45.0;50.0;90.0;60.0;66.0;90.9;21.0;28.0;75.0;0;0.3;0.3;-0.3;5.0;10.0;4.0;1.0;7.0;142.0;22.0;8.0;1.0;2.0;2.0;6.0;4.0;1.0;0.0;1.0;4.0;3;270.0;90.0;100.0;3;90.0;3;0;;0;0.0;1.0;7.0;-6.0;-2.0;;1.4;3.5;-2.1;-0.71;;181.0;1.0;11.0;122.0;50.0;2.0;181.0;3.0;7.0;42.9;5.0;5.0;141.0;10.0;0;2;0;0.0;0.67;0.0;0.0;;29.8;0.0;0;0;0.0;0.0;0.02;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.3;0.02;0.1;0.12;0.02;0.12;#8C001A
Alan Franco;Alan Steven Franco Palma;MF;Ecuador;24-119;1998;0.5;1.0;0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2;3.0;1.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.0;0.0;0;1.0;1.0;1.0;50.0;10.0;11.0;90.9;114.0;59.0;8.0;8.0;100.0;2.0;2.0;100.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;46.0;23.0;17.0;1;45.0;0;1;1.0;1;1.5;0.0;1.0;-1.0;-1.96;-2.76;0.1;1.6;-1.4;-2.79;-3.83;16.0;1.0;5.0;10.0;1.0;0.0;16.0;0.0;0.0;;1.0;0.0;9.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#FFEC00
Alejandro Balde;Alejandro Balde Martínez;DF;Spain;19-061;2003;1.4;6.0;6;2.0;2.0;2.0;2.0;2.0;100.0;0.0;2.0;0.0;2.0;0;6.0;2.0;0.0;player_defense.csv;2.0;1.75;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.87;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;1;0;2;0.0;0.0;0;10.0;0.0;2.0;0.0;112.0;123.0;91.1;1890.0;293.0;49.0;56.0;87.5;55.0;57.0;96.5;7.0;9.0;77.8;0;0.0;0.2;0.0;0.0;5.0;2.0;0.0;4.0;111.0;12.0;1.0;1.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;4;126.0;32.0;32.3;1;67.0;0;3;20.0;0;1.25;4.0;3.0;1.0;0.71;-0.99;1.9;1.7;0.2;0.19;-0.6;135.0;0.0;17.0;86.0;33.0;3.0;135.0;0.0;2.0;0.0;2.0;3.0;109.0;4.0;0;1;0;0.0;0.71;0.0;0.0;;11.3;0.0;0;0;0.0;0.0;0.05;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.04;0.04;0.04;#AA151B
Aleksandar Mitrović;Aleksandar Mitrović;FW;Serbia;28-093;1994;2.9;1.0;0;0.0;0.0;1.0;1.0;1.0;100.0;0.0;1.0;0.0;1.0;0;1.0;1.0;0.0;player_defense.csv;3.0;1.03;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;3;1;1;1;0.0;0.0;0;6.0;5.0;12.0;29.4;54.0;69.0;78.3;799.0;106.0;29.0;34.0;85.3;17.0;22.0;77.3;3.0;4.0;75.0;0;0.7;0.1;-0.7;2.0;5.0;1.0;0.0;2.0;57.0;11.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3;262.0;87.0;97.0;3;87.0;2;0;;0;0.33;5.0;8.0;-3.0;-1.03;-1.03;3.3;7.3;-3.9;-1.35;-1.13;95.0;1.0;3.0;54.0;39.0;14.0;95.0;1.0;1.0;100.0;6.0;3.0;67.0;12.0;2;10;3;30.0;3.44;1.03;0.2;0.67;14.1;0.0;0;0;1.6;1.6;0.16;0.4;0.4;2;0.69;0.0;0.69;0.69;0.69;2.4;0.57;0.24;0.81;0.57;0.81;#0A1FAB
Alex Sandro;Alex Sandro Lobo Silva;DF;Brazil;31-326;1991;2.1;8.0;3;6.0;2.0;0.0;2.0;2.0;100.0;0.0;1.0;0.0;1.0;3;11.0;9.0;0.0;player_defense.csv;6.0;3.09;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;3;2;0;4;0.0;0.0;0;16.0;3.0;1.0;75.0;150.0;169.0;88.8;2171.0;680.0;89.0;93.0;95.7;53.0;61.0;86.9;5.0;11.0;45.5;0;0.1;0.2;-0.1;1.0;11.0;2.0;1.0;11.0;144.0;24.0;3.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;1.0;2.0;3;190.0;63.0;39.6;2;88.0;1;1;15.0;0;2.33;3.0;1.0;2.0;0.95;0.02;3.4;0.6;2.7;1.41;-0.7;193.0;7.0;45.0;111.0;38.0;0.0;193.0;1.0;2.0;50.0;1.0;0.0;121.0;4.0;0;1;0;0.0;0.47;0.0;0.0;;33.5;0.0;0;0;0.0;0.0;0.03;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.1;0.01;0.04;0.05;0.01;0.05;#00FF00
Alex Telles;Alex Nicolao Telles;DF;Brazil;30-003;1992;0.7;2.0;2;0.0;1.0;1.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0;2.0;1.0;0.0;player_defense.csv;1.0;1.55;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;3;0.0;0.0;0;1.0;1.0;1.0;50.0;33.0;42.0;78.6;507.0;135.0;15.0;17.0;88.2;15.0;18.0;83.3;1.0;5.0;20.0;0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;37.0;5.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2;59.0;30.0;12.3;1;54.0;0;1;5.0;1;1.5;0.0;0.0;0.0;0.0;-1.07;1.4;0.2;1.2;1.79;-0.08;46.0;0.0;12.0;21.0;14.0;1.0;46.0;0.0;0.0;;1.0;0.0;32.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#00FF00
Alexander Bah;Alexander Hartmann Bah;DF;Denmark;25-009;1997;0.5;4.0;4;2.0;1.0;1.0;2.0;3.0;66.7;1.0;2.0;0.0;2.0;2;6.0;0.0;0.0;player_defense.csv;4.0;7.83;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;4;0.0;0.0;0;3.0;4.0;0.0;100.0;37.0;53.0;69.8;580.0;150.0;15.0;18.0;83.3;19.0;23.0;82.6;1.0;9.0;11.1;0;0.1;0.1;-0.1;1.0;0.0;3.0;1.0;2.0;46.0;7.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;2;46.0;23.0;17.0;0;;0;2;23.0;1;0.0;0.0;1.0;-1.0;-1.96;-1.55;0.4;0.4;-0.1;-0.16;0.28;65.0;1.0;22.0;19.0;24.0;3.0;65.0;0.0;2.0;0.0;0.0;0.0;36.0;2.0;0;2;0;0.0;3.91;0.0;0.0;;19.3;0.0;0;0;0.1;0.1;0.03;-0.1;-0.1;0;0.0;0.0;0.0;0.0;0.0;0.1;0.11;0.14;0.25;0.11;0.25;#C60C30
Alexander Djiku;Alexander Djiku;DF;Ghana;28-131;1994;1.1;1.0;1;1.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;2;3.0;9.0;0.0;player_defense.csv;1.0;0.93;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.93;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;0;0.0;0.0;0;3.0;2.0;0.0;100.0;22.0;28.0;78.6;381.0;180.0;7.0;7.0;100.0;12.0;14.0;85.7;2.0;6.0;33.3;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;27.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;97.0;49.0;35.9;1;89.0;0;1;8.0;1;1.5;2.0;3.0;-1.0;-0.93;-0.41;0.9;2.4;-1.4;-1.33;-1.33;43.0;15.0;33.0;10.0;0.0;0.0;43.0;0.0;0.0;;0.0;0.0;18.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#FCD116
Alexis Mac Allister;Alexis Mac Allister;MF;Argentina;23-359;1998;6.1;9.0;4;3.0;5.0;1.0;4.0;7.0;57.1;3.0;13.0;1.0;12.0;3;12.0;6.0;0.0;player_defense.csv;16.0;2.77;16.0;0.0;0.0;0.0;0.0;0.0;2.0;0.35;2.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;13;0;1;0.0;0.0;0;40.0;5.0;12.0;29.4;234.0;265.0;88.3;3265.0;548.0;146.0;161.0;90.7;69.0;76.0;90.8;9.0;13.0;69.2;1;1.0;0.7;0.0;8.0;12.0;6.0;0.0;17.0;264.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;6;550.0;92.0;79.7;6;92.0;1;0;;1;2.33;13.0;5.0;8.0;1.31;1.95;11.3;2.8;8.5;1.47;0.36;332.0;2.0;38.0;165.0;134.0;11.0;332.0;4.0;8.0;50.0;7.0;8.0;247.0;23.0;1;7;4;57.1;1.15;0.65;0.14;0.25;19.3;0.0;0;0;0.7;0.7;0.1;0.3;0.3;1;0.16;0.16;0.33;0.16;0.33;1.7;0.12;0.18;0.3;0.12;0.3;#6CACE4
Alexis Vega;Ernesto Alexis Vega Rojas;FW;Mexico;25-023;1997;2.1;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;1.0;1;1.0;2.0;0.0;player_defense.csv;4.0;1.87;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;6;4;6;0.0;0.0;0;16.0;1.0;5.0;16.7;40.0;56.0;71.4;658.0;208.0;23.0;26.0;88.5;12.0;18.0;66.7;4.0;8.0;50.0;0;0.1;0.1;-0.1;1.0;3.0;0.0;0.0;4.0;50.0;6.0;2.0;2.0;0.0;0.0;4.0;0.0;3.0;0.0;0.0;2.0;3;193.0;64.0;71.5;3;64.0;0;0;;0;1.33;0.0;1.0;-1.0;-0.47;-0.47;1.9;1.3;0.7;0.31;0.02;85.0;1.0;8.0;42.0;35.0;8.0;85.0;1.0;4.0;25.0;6.0;8.0;50.0;9.0;0;9;2;22.2;4.2;0.93;0.0;0.0;21.0;1.0;0;0;0.8;0.8;0.09;-0.8;-0.8;0;0.0;0.0;0.0;0.0;0.0;0.9;0.39;0.06;0.44;0.39;0.44;#006847
Ali Abdi;Ali Abdi;DF;Tunisia;28-363;1993;2.1;8.0;5;5.0;2.0;1.0;3.0;3.0;100.0;0.0;1.0;0.0;1.0;4;12.0;13.0;1.0;player_defense.csv;3.0;1.44;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;5;0;1;5;0.0;0.0;0;17.0;9.0;5.0;64.3;72.0;116.0;62.1;1451.0;630.0;25.0;31.0;80.6;38.0;57.0;66.7;9.0;22.0;40.9;0;0.0;0.1;0.0;1.0;4.0;2.0;0.0;6.0;87.0;28.0;0.0;0.0;0.0;27.0;1.0;1.0;0.0;0.0;1.0;5.0;3;188.0;63.0;69.6;2;90.0;2;1;8.0;0;1.33;0.0;1.0;-1.0;-0.48;-1.58;1.8;2.3;-0.4;-0.21;-0.14;152.0;16.0;66.0;61.0;26.0;3.0;152.0;1.0;2.0;50.0;5.0;4.0;67.0;11.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.02;0.0;0.02;#E70013
Ali Al Hassan;Ali Al Hassan;MF;Saudi Arabia;25-289;1997;0.5;2.0;1;0.0;2.0;0.0;1.0;1.0;100.0;0.0;2.0;1.0;1.0;0;2.0;1.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;2;0;0;1;0.0;0.0;0;1.0;0.0;0.0;;4.0;7.0;57.1;56.0;15.0;3.0;4.0;75.0;1.0;2.0;50.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;45.0;45.0;16.7;1;45.0;0;0;;2;0.0;0.0;0.0;0.0;0.0;0.8;0.2;1.0;-0.8;-1.56;-0.66;15.0;1.0;4.0;8.0;3.0;1.0;15.0;0.0;0.0;;1.0;1.0;5.0;0.0;0;1;0;0.0;2.0;0.0;0.0;;10.4;0.0;0;0;0.1;0.1;0.07;-0.1;-0.1;0;0.0;0.0;0.0;0.0;0.0;0.1;0.15;0.0;0.15;0.15;0.15;#006C35
Ali Al-Bulaihi;Ali Albulayhi;DF;Saudi Arabia;33-027;1989;2.4;4.0;2;2.0;2.0;0.0;2.0;4.0;50.0;2.0;1.0;1.0;0.0;3;7.0;1.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;1;0;0;0.0;0.0;0;5.0;3.0;3.0;50.0;78.0;97.0;80.4;1353.0;379.0;31.0;36.0;86.1;39.0;45.0;86.7;6.0;13.0;46.2;0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0;87.0;10.0;4.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3;216.0;72.0;80.0;3;72.0;2;0;;0;1.0;2.0;3.0;-1.0;-0.42;1.25;2.0;4.5;-2.6;-1.06;-0.27;110.0;7.0;54.0;55.0;1.0;0.0;110.0;0.0;0.0;;2.0;0.0;65.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#006C35
Ali Assadalla;Ali Assadalla Thaimn Qambar;MF;Qatar;29-333;1993;0.3;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;1.0;0;0.0;0.0;0.0;player_defense.csv;1.0;3.33;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;;21.0;23.0;91.3;242.0;39.0;14.0;14.0;100.0;5.0;7.0;71.4;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;27.0;27.0;10.0;0;;0;1;27.0;2;0.0;0.0;0.0;0.0;0.0;2.22;0.0;0.0;0.0;0.06;0.86;24.0;0.0;5.0;14.0;6.0;0.0;24.0;1.0;1.0;100.0;0.0;0.0;22.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#8C001A
Ali Gholizadeh;Ali Gholizadeh;MF;IR Iran;26-283;1996;2.2;0.0;0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;5.0;0.0;5.0;3;3.0;2.0;0.0;player_defense.csv;7.0;3.18;5.0;1.0;0.0;1.0;0.0;0.0;1.0;0.45;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;3;1;2;4;0.0;0.0;0;21.0;0.0;1.0;0.0;46.0;72.0;63.9;637.0;262.0;30.0;39.0;76.9;13.0;20.0;65.0;2.0;9.0;22.2;1;0.2;0.7;0.8;2.0;4.0;4.0;1.0;4.0;66.0;6.0;0.0;1.0;2.0;3.0;3.0;2.0;0.0;0.0;0.0;2.0;3;199.0;66.0;73.7;2;77.0;0;1;45.0;0;1.0;2.0;4.0;-2.0;-0.9;0.36;2.3;3.0;-0.6;-0.29;0.11;86.0;5.0;22.0;35.0;33.0;3.0;86.0;4.0;8.0;50.0;2.0;2.0;51.0;7.0;0;1;0;0.0;0.45;0.0;0.0;;26.2;0.0;0;0;0.0;0.0;0.03;0.0;0.0;0;0.0;0.45;0.45;0.0;0.45;0.2;0.01;0.07;0.09;0.01;0.09;#DA0000
Ali Karimi;Ali Karimi;MF;IR Iran;28-310;1994;1.1;3.0;3;3.0;0.0;0.0;1.0;2.0;50.0;1.0;0.0;0.0;0.0;3;6.0;1.0;0.0;player_defense.csv;1.0;0.91;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4;1;0;2;0.0;0.0;0;6.0;3.0;2.0;60.0;34.0;45.0;75.6;584.0;149.0;18.0;21.0;85.7;12.0;15.0;80.0;4.0;7.0;57.1;0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;3.0;44.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3;99.0;33.0;36.7;1;45.0;0;2;27.0;0;1.0;2.0;3.0;-1.0;-0.91;0.14;1.1;1.4;-0.3;-0.28;0.06;55.0;2.0;10.0;33.0;12.0;1.0;55.0;0.0;0.0;;1.0;0.0;36.0;3.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#DA0000
